"SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
1104.948,825.88,1027.87,646.042,1166.727,1300.604,894.487,877.1
300.175,178.688,492.831,153.465,369.444,355.65,241.275,250.955
353.768,332.083,292.376,152.701,495.834,526.094,274.003,346.358
1037.706,1078.537,674.785,746.646,946.259,1577.907,669.258,862.428
155.15,71.289,94.806,197.875,219.1,258.864,128.584,121.465
738.675,583.987,894.082,408.548,887.303,1092.504,617.046,570.203
202,240,362.086,168.298,108.077,212,369.177,836.268
0,7.578,12.518,11.246,0,6.863,0,7.392
0,0,0,0,0,12,6,7
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,4,7.277,4,3,6,2,0
306.332,220.244,353.594,175.553,360.577,226.009,363.406,180.802
97,42.762,130.301,30.999,102.163,87.672,85.41,52.365
713.191,801.715,1008.01,736.313,954.387,1226.209,762.475,955.045
4,1,0,0,0,0,3,0
153.527,180.83,195.374,193.538,170.109,302.331,140.519,191.234
260.334,234.315,236.323,140.098,237.707,310.095,212.375,183.842
21.599,11.641,37.126,13.918,35.288,26.583,21.168,19.42
1047.78,1060.102,957.779,616.023,842.624,1082.962,819.978,1014.824
336.966,459,430.92,410.934,348.699,577.923,331.29,557.934
592.289,534.2,633.615,341.004,611.315,703.11,529,578
37,29,69,21,45,63,55,64
25.821,45.443,21.33,21.889,102.806,41.229,20.426,107.892
106.503,127.389,148.046,139.625,166.066,327.265,155.77,202.957
371,498.593,438,396.381,482.802,967.546,443,577.018
28.126,16.589,53.062,59.839,56.543,107.238,67.461,30.393
1600.134,1483.543,1788.706,1446.785,1563.898,2948.596,1802.935,2557.872
31.896,108,85.5,79.046,65.01,111.999,51,107
544.181,361.346,697.559,431.892,620.246,492.233,428.024,438.548
76.552,259.643,58.832,12.125,97.793,186.036,12.706,267.004
43.8,17.679,83.576,51.731,122.083,57.197,39.319,80.717
315.84,311.047,375.608,182.983,351.22,377.794,338.852,351
257.947,424.142,475.421,213.053,420.581,512.82,191.58,592.072
1096.692,689.487,1288.73,694.057,1432.995,1421.992,886.779,823.303
0,0,0,1,3,1,0,0
1973.427,1308.84,2048.077,1123.654,1685.517,1998.64,2383.887,3284.542
6203.845,5598.215,7152.545,3136.619,8057.709,8108.866,5152.994,5317.362
1033.995,1069.049,1126.082,922.526,1061.043,1861.012,813.141,1451.008
225.322,650.804,479.931,528.224,292.094,881.99,131.705,929.423
0,1,0,0,3,39,1,3
2308.922,2266.573,2894.297,1314.34,3749.579,2796.414,1457.959,1445.408
0,0,0,0,0,0,0,0
4250.095,2716.465,5064.512,2295.739,6393.94,5179.481,4357.349,3303.231
0,0,0,0,0,5,0,0
129.245,160.826,48.551,44.614,92.884,208.445,104.424,118.19
71.487,62.995,76.83,60.621,59.827,65.166,50.746,80.052
630.17,738.943,575.433,522.638,553.198,963.995,502.09,981.241
247.005,246.261,306,216,173.04,219.097,224.003,301.185
0,12.952,39.108,4.009,22.924,17.472,0,13.28
0,0,20.222,0,0,11.852,0,7.343
0,1.802,0,0,2.092,2.07,0,4.035
0,4.508,0,0,0,0,0,0
0,0,0,0,0,0,0,2.269
27.325,18.764,60.566,17.745,35.322,50.261,45.769,26.514
0,0,0,0,0,0,0,0
16,11.783,4,3,4,6,7,6
3.117,0,1.12,0,0,3.304,1.542,0
0,0,0,0,0,0,0,0
56.218,41.821,54.201,36.776,69.239,8.247,29.798,5.007
0,0,0,0,0,0,0,0
21.584,36.986,50.157,35.26,46.435,32.701,28.598,25.973
126.71,94.335,122.138,88.733,116.073,161.529,94.764,84.445
0,0,0,0,0,0,0,0
201.598,221.915,533.82,142.443,575.08,635.226,335.779,334.69
0,0,1,0,2,1,2,0
0,0,0,2,0,0,0,1
25.962,43.609,55.072,46.595,72.338,79.779,46.651,26.005
0,0,0,0,4.368,0,0,0
19.749,17.028,8.602,10.251,0,26.634,6.465,5.974
5.345,0,3.259,3.238,13.158,14.2,3.244,5.297
8.204,8.058,27.758,0,8.39,0,8.382,0
3.497,4.214,10.778,7.193,5.504,89.44,8.885,14.015
2,140.96,0,55.315,0,31.858,0,85.578
2.069,49.376,0,19.027,0,15.568,1.161,18.943
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
199.637,58.18,137.396,30.131,91.464,112.417,225.109,111.125
157.198,66.417,159.676,18.191,128.353,89.123,160.035,70.573
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8.967,0,0,0,4.957,4.664,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
212.272,195.606,47.442,13.518,112.398,67.738,180.62,223.848
21,10,13,5,12,17,14,13
0,0,0,0,0,0,0,0
16.272,25.456,18.624,19.036,23.828,39.09,15.35,39.288
352.934,290.178,446.476,177.558,505.246,515.357,240.71,248.021
8581.799,7229.484,7443.342,4243.357,6158.567,7382.183,5327.961,5249.698
107.527,59.078,148.643,107.389,139.639,137.039,109.552,141.021
5038.181,4001.284,5029.065,2609.056,6030.49,6489.85,4123.78,3964.684
0,0,0,0,0,0,0,0
5.314,2.873,1.898,0,9.177,2.634,0,1.849
19.307,0,0,0,0,0,0,0
0,1.786,6.222,2.807,7.496,26.56,4.115,5.005
21.581,0,263.217,0,205.712,254.713,41.551,39.09
0,2.23,0,0,0,0,0,0
0,0,0,0,0,0,0,0
58.851,54,79,73.501,57.284,122.542,73.282,93.105
165.362,47.471,175.646,67.035,257.658,211.288,140.419,105.649
0,0,1,0,5.005,4,1.054,2
0,0,0,0,175.762,271.43,0,82.202
4.533,0,4.188,0,12.578,8.231,0,2.053
0,0,0,0,0,0,0,0
8.16,0,29.04,0,34.879,37.422,10.958,3.564
54.365,61.845,154.473,44.855,128.005,116.115,91.187,87.657
0,0,0,0,0,0,0,0
0,0,0,6.948,0,0,0,0
0,0,34.079,0,0,0,0,0
1784.177,1033.191,3143.56,643.736,4355.462,3318.441,2202.621,2175.327
0,0,3.382,0,3.594,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0
23.804,10.002,0,32.749,0,44.437,0,29.073
71,50,74,40,77,82,65,69.002
196,158.001,258.999,148,204,172.001,211,168
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4.23,0,0,0,14.442,0,0,0
0,0,1.421,1.31,0,20.938,0,0
82,37,125,36.014,115.008,117,53,37
0,0,0,0,0,0,0,0
21.215,39.137,21.214,14.167,41.743,59.838,26.301,46.384
0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1.897,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
98.829,111.823,100.372,74.033,100.231,149.663,128.349,80.797
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
290.986,284.862,151.36,79.327,133.21,153.246,187.583,271.761
322.374,294.415,182.64,108.673,135.795,223.757,232.417,286.239
0,0,0,0,0,0,0,0
0,1,0,1,0,2,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
533.895,267.878,546.283,206.898,988.063,681.465,398.93,244.427
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
545.932,707.904,557.663,296.487,525.981,899.506,402.316,643.211
454.757,184.332,223.091,532.526,426.28,441.83,326.829,521.142
1527.322,963.073,1749.346,785.431,1392.325,1838.698,1057.218,1150.013
337,417.003,467.034,299.252,228,325.116,288,429.368
321.303,227.993,460.417,158.297,457.179,364.215,319.595,405.579
608.594,359.822,828.253,306.523,595.896,485.071,593.79,105.798
292.748,255.967,268.946,196.912,295.993,347.141,251.093,249.193
525.852,394.55,532.39,264.539,470.299,619.027,353.256,377.018
0,8.554,0,0,0,0,0,0
154.93,260.376,277.393,115.921,193.586,293.268,161.702,165.198
262.303,495.648,454,512.041,303,620.383,405.74,847.268
425,494.021,451.841,492.52,531.642,777.782,469.203,493.089
1890.393,1358.37,2010.899,1124.924,1948.999,2574.349,2521.425,1889.437
6,5,409.066,228.999,135,1092.396,184.019,150
0,0,0,0,0,0,0,0
2139.951,1576.342,2363.767,1321.578,2837.142,2427.678,2001.785,1844.929
860.406,558.134,756.295,319.874,691.994,538.764,574.286,406.292
905.497,1008.804,1239.382,941.034,861.917,1044.899,1061.495,1235.127
212.556,231.831,182.338,66.946,144.99,235.857,109.017,129.843
1470.855,1277.635,1555.538,1049.776,1792.56,2195.022,1316.006,1313.182
176.584,201.999,174.984,77.22,149.771,133.902,220.146,129.947
532.475,514.857,620.901,429.584,752.887,707.911,461.016,617.901
730.017,454.433,755.433,373.863,853.541,722.204,568.133,443.374
5.413,4,24.552,30,9.49,10,15,25
3.411,117.498,133.811,60.698,158.273,183.776,70.086,79.982
0,0,0,0,0,0,0,0
209.011,126.234,112.366,74.472,185.507,155.611,185.982,143.555
29.716,78,154.001,66,207.411,239.276,17.394,143.59
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1
51,19,47,25,43.032,34,37,35
168.46,282.957,240.878,307.931,266.824,434.469,123.133,286.056
0,3,8,2,8,4,6,0
3024.697,2376.093,3657.546,1508.445,3741.535,3261.912,2865.806,2268.887
0,0,0,0,0,0,0,0
1.441,0,0,0,0,0,2,1.419
1530.858,1097.101,1626.645,826.951,1051.98,741.573,1573.259,1929.477
1167.731,524.742,1893.995,229.586,1841.046,1225.629,2569.173,670.412
3989.131,3910.353,3256.995,2072.143,3538.595,4950.29,2823.655,2985.849
0,0,0,0,0,0,0,0
425.921,505.872,1185.799,642.184,784.659,1390.504,617.819,583.702
1659.495,1473.469,1949.56,1036.542,1679.212,1986.923,1208.171,1520.539
0,0,0,0,0,0,0,0
81.034,109.582,69.236,54.358,16.825,103.235,56.006,92.406
38.831,27.947,24.025,13.043,42.64,13.018,48.253,12.989
20,10,38,4,64,13,12.375,13
109.338,67.498,185.967,62.784,180.62,125.889,142.59,95.49
217.073,434.781,232.783,235.601,270.127,742.506,205.396,324.108
5,24,8,4.021,3,3,4,14
0,0,0,0,0,0,1,0
506,462,661.024,352,573.16,725.046,519.496,457.999
310.992,284.715,364.966,177.575,360.063,382.258,300.626,276.54
624.676,720.235,797.137,563.438,752.351,1020.174,645.081,752.165
730.322,589.956,814.673,448.385,816,779.664,552.88,630.83
410.432,302.505,509.391,203.196,496.772,397.359,257.832,268.565
172.703,145.949,225.176,161.251,231.754,216.808,106.836,200.251
0,0,0,0,0,0,0,23
936.258,820.84,1073.982,718.255,1090.223,1409.021,762.092,859.561
11.206,0,4.516,0,0,0,45.625,0
0,0,27.899,0,0,0,0,0
66.581,46.549,60.178,26.548,71.575,81.574,58.552,41.2
0,0,0,0,0,0,0,1
15,10,21,7,16.001,28,29,6
0,0,1,0,0,0,2,0
1,0,0,0,0,0,0,0
5,2,7,2,12,5,5,4
24,31,31,18,27,30,22,34
1,0,1,2,0,2,1,1
2.905,1.275,1.304,1.346,1.447,2.94,1.332,0
1.749,0,0,1,0,4,0,0
259.825,293.649,318.553,202.662,465.613,547.324,241.994,235.344
170.963,215.205,159.2,109.621,269.108,305.627,127.239,94.018
612.017,1442.55,689.165,1426.159,886.032,2532.793,557.093,2447.441
2907.848,1753.306,3866.606,1595.586,2698.226,2378.898,1956.608,1656.722
867.912,567.859,648.288,184.607,1573.687,1393.158,692.394,724.426
81.007,107.986,66.213,0,107,65.668,133.129,125
0,2.415,9.541,4.592,1,0,8.391,3.392
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1.302,0,12.363,1.263,0,0,2,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
248.003,793.892,306.353,719.029,172.055,734.707,323.628,1098.88
556.996,543.497,644.418,501.845,720.595,871.076,445.161,609.712
324.888,259.385,359.542,242.044,511.027,472.267,253.651,295.365
0,0,0,0,0,0,0,0
2897.591,4394.424,5637.823,7076.76,4095.628,12942.117,2990.671,5345.139
128.82,172.785,260.207,84.07,178.575,543.938,128.174,199.434
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
45879.024,52093.106,58696.049,52780.389,42890.212,98466.726,45427.019,65963.763
13.489,69.123,43.622,49.522,43.63,781.21,41.421,100.611
515.039,458.768,478.741,306.132,579.752,699.774,364,367.533
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
2,2,0,0,0,6,2,0
0,0,0,0,0,0,0,0
3730.664,4128.501,6227.69,2824.438,5742.397,14536.89,4715.084,5534.666
0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,2
1963.416,1545.682,3150.03,1280.041,2329.197,8438.648,1872.674,3409.616
364.015,435.255,458.011,350.832,555.916,624.029,466.366,403.368
3066.146,3205.548,3528.168,2160.795,3430.091,4023.25,2500.779,3023.816
779.127,671.24,1013.862,499.237,807.895,1110.063,763.81,835.241
4960.007,4908.127,4825.115,3834.2,4343.179,6356.579,4090.723,4685.468
53.661,0,74.008,0,90.745,231.266,151.148,11.181
33.048,59.858,61.036,45.991,70.863,97.78,64.658,74.602
1.246,0,2.311,0,0,1.639,2.937,2.658
60.091,42.754,95,18.794,54.759,99.664,64,66
273.022,247.999,286.825,209.735,262.435,315.41,244,212.108
407.393,308.317,464.397,228.99,348.774,317.697,263.318,280.471
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28.923,52.459,80.699,19.971,54.205,75.034,68.597,53.708
778.073,123.431,915.634,67.757,870.131,1207.805,692.094,562.09
633.342,704.875,740.882,554.148,738.787,1184.522,614.422,741.308
27.827,12,33,6,29,10,24.34,7.473
45.376,153.057,250.026,161.864,183.377,218.236,103.388,233.977
117.019,72,96,75,125,139,72,94
339.257,836.765,268.431,158.726,426.274,513.971,249.062,446.931
278.74,230.139,258.153,172.986,237.078,374.04,248.698,254.323
0,0,0,0,0,0,0,0
133.845,115.348,136.998,79.576,232.444,67.883,118.416,84.248
95.555,92,177,108.205,159.296,197.858,114.001,139
0,5.249,20.769,0,0,0,0,4.341
77.955,64.857,116.657,44.518,240.32,170.972,72.388,56.55
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
114.484,108.875,187.216,100.564,160.781,134.054,201.964,105.149
182.866,216.468,706.168,187.316,846.405,787.564,249.298,577.76
51,20,35,16,34.909,44,30,11.757
2224.507,541,3144.235,451.088,2905.599,1019,1104.556,356
1589.009,1366.197,1655.628,915.27,1519,1723.731,1272.536,1436.597
431.994,475.541,596.043,726.371,610.922,815.003,476.564,1090.982
0,0,0,0,0,0,0,0
605.932,596.786,754.258,757.517,760.117,925.642,514,866.9
0,0,0,0,0,0,0,0
0,0,1,0,0,2,0,0
0,0,0,10.622,0,0,13.815,0
7.094,14,15.727,14,19.267,17,23,15.029
49.307,60.665,590.893,321.184,145.044,97.149,244.425,579.937
2,2,5.845,0,0,25.909,3.76,4.655
1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
19,23,0,10.065,7.662,13.276,0,15.49
3501.315,2878.334,3814.221,1760.828,1708.609,3130.957,2425.474,2126.149
0,0,0,0,0,0,0,0
0,15,0,8,26,26,15,0
2421.293,1767.516,2375.144,1342.297,2690.308,2956.548,2729.16,2599.719
7,4,3,2,1,2,8,5
193.4,1751.015,333.019,815.918,315.302,2673.258,283.73,1937.573
384.472,299.004,418,67.671,438,408.082,363,297.056
617.113,532.999,1667.54,730.136,934.999,1662.125,668.107,693.008
166.612,88.285,112.602,124.056,56.836,96.282,121.856,113.876
1061.022,192,1214.52,103.116,1581.963,558.292,852.926,105.697
1083,2077.113,1780.931,1090.949,1366.014,1221.001,1034.878,2027.727
0,1,0,0,3,0,0,0
5,3.815,7,4,5,8,0,4
0,0,0,0,0,0,0,0
2.216,0,0,0,0,0,0,0
3163.558,5230.333,4072.478,3329.741,3946.245,7096.62,3044.762,5339.518
0,0,0,0,0,0,0,0
120,191.296,402.314,228,133,270,200.126,389
8.578,13.258,8.999,4.892,18.648,18.662,12.81,12.71
534.985,5011.972,2847.91,5768.663,1846.674,4526.985,783.616,6551.585
149,129,211,81,232.106,223,102,58.001
1064.331,871.132,1932.371,1627.688,1050.964,2781.229,1190.537,2308.44
4436.011,6014.687,6613.258,2471.685,8923.332,14345.468,2728.591,2922.711
40,41,24,19.003,24,63,27,48
1273.001,567.003,3157.684,827.394,1404.409,434.372,2416.776,1425.128
0,0,0,0,0,0,0,0
8,4,6,8,7,3,15,16
1913.139,3344.398,2678.87,2987.644,1550.815,2732.486,2593.068,5680.835
305.687,305.814,540.871,351.285,287.994,430.435,436.013,523.299
0,0,0,43,9,39,0,17.326
4.745,0,31,6.019,8.108,27,35,12
2606.765,2172.539,1919.718,318.702,1910.166,2792.852,1404.766,2243.282
156.531,843.409,985.808,2327.043,891.654,5897.518,432.995,2784.975
0,0,0,1,0,0,0,0
365.806,311.231,452.999,209,485.448,457.036,327.198,276.459
114.933,48.702,149.492,48.676,167.104,96.495,145.875,40.252
35.214,3.009,2.246,16,20.424,0,2.196,40
15.937,0,7.627,2.435,6.489,42.854,7.901,27.397
68.198,217.583,126.595,110.882,51.446,152.864,198.474,194.032
91.969,108.845,101.362,65.001,117,135,50.046,112.945
1502.107,344.303,277,14,140,36,479.001,44.45
4,3,3,2,6,3,0,3
2.215,0,0,0,0,0,0,0
671.905,416.034,485.318,495.665,830.602,837.835,504.01,883.45
127.77,47,132.251,18,124.855,56.154,88,11.955
0,0,22.998,20.934,17.509,13.855,0,34.83
313.39,179.022,415.139,130.841,712.491,307.622,400.85,288.428
0,2.263,224.754,144.64,164.472,230.727,259.313,253.758
12.108,0,0,0,16.605,0,22.866,0
1332.891,1332.021,1634.375,898.716,1675.839,2636.498,1524.976,1685.239
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4664.277,4462.577,5613.083,3753.278,5454.644,7623.356,4642.976,5061.473
0,1,0,0,0,0,0,0
3037.642,2225.512,3902.398,1466.912,4056.075,3803.206,3001.066,3088.12
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
3.896,199.852,70.431,11.53,110.939,80.478,56.736,97.332
762.083,495,499.818,217.254,574.537,687.55,625.211,440
2,0,1,1,1,1,3,0
586,294.034,581.439,242.014,763.591,621.347,671.001,402.003
3,3,1,0,0,2,1,0
6064.927,7570.723,8926.724,6913.484,3984.765,9554.653,5362.817,11138.407
0,0,0,0,0,0,0,0
2,2,3,1,2,1,1,0
0,0,0,0,0,0,0,2.565
0,0,0,0,0,0,0,0
259.443,185.494,276.311,222.556,94.344,330.021,359.177,414.719
0,0,0,0,0,0,0,0
20.051,9.166,16.027,1.879,5.339,12.847,16.087,11
0,0,0,0,0,0,0,1
0,0,0,0,20,0,0,0
3.665,0,0,2.14,0,47.145,0,40
0,13,0,0,0,0,0,12
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,1,0,0,1,0,0
981.898,1072.711,596.275,633.003,330.413,475.278,465.25,984.903
0,0,1,0,0,0,0,0
405.591,368.086,258.995,203.457,260.979,162.23,258.753,202.347
0,0,0,9.762,0,36.829,0,0
0,1,0,1,8,3,0,0
46.753,19.335,76.228,0,61.864,99.208,13.896,23.591
1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
7011.65,15659.981,8606.358,8613.023,10114.292,15652.397,5894.201,15053.941
15.292,37.269,81.755,80.428,73.699,85.969,32.028,35.761
1,2,9,17.999,7,33,4,2
4787.909,5367.597,5978.047,4920.484,6774.433,8909.683,4539.532,4964.737
14,13,25.109,21,33,44,27,30
0,2,3,0,5,2,1,1
133.971,223.814,139.237,333.588,137.986,303.936,142.753,481.105
123.098,117.407,119.964,62.393,157.736,145.982,97.894,65.785
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1297.107,1418.16,1532.638,876.96,1261.424,1938.943,1133.593,1793.563
325.069,160.451,351.489,0,386.417,680.681,182.278,286.129
179,105.04,335.267,169.365,194.024,184.606,287.085,283.814
58.167,107.58,88.684,49.623,105.83,79.328,127.914,124.397
12733.092,16764.338,18100.284,14847.105,11421.417,30503.035,14459.282,19918.959
132,14,166,17,51,16,88,10
0,4,1,2,0,1,2,3
1489.409,1188.678,1251.774,1007.184,1596.314,1762.278,1026.133,964.587
457.516,453,561.179,311.881,515.84,610.796,409.157,391.891
422,329.164,463,257.737,434.011,557,364.008,372.433
48.747,0,93.559,4.142,42,33.999,38.155,8.815
1.176,0,0,0,0,0,0,0
106,46,73,19,131,168.001,92,63
1,0,0,1,0,0,0,0
868.738,877.131,887.524,695.534,985.809,1204.328,657.199,931.478
67.876,12.783,86.536,11.973,15.93,55.76,31.451,3.157
33,23,23,17.011,59.011,34,43,36.024
398.204,357.665,397.009,231,428.393,568.787,325.457,313.196
54.627,125.999,119.021,56.05,98.341,217.256,132.036,159.519
0,1,1,0,0,1,0,0
18,323.294,91,343.761,13,503.672,22,384.81
22,6,23,8,47,74,11,7
44,11,78.002,5,21,15,136,23
0,1,0,0,2,3,0,0
1,5,2,2,3,15,0,0
0,0,0,0,0,0,0,0
8,3,16,3,21,25,11,6
0,0,0,0,0,0,0,0
1167.706,1168.524,1395.722,791.847,1348.286,1877.052,970.705,1168.063
144.291,169.659,296.111,66.613,229.499,315.944,65.6,175.192
885.042,731,1016.65,643.485,1150.522,1002.646,920,796.298
184.954,93.001,151,36,130,191,179.859,92
9,1,8,7,8,12,8,1
9739.088,5588.78,17720.263,10172.441,14497.367,16603.97,10501.782,10695.894
711.742,534.095,722.43,351.263,749.673,805.291,666.896,525.363
731.229,679.403,682.626,308.393,825.534,1039.364,618.146,489.945
2554.094,3180.712,3657.755,2523.251,3527.298,5507.354,2446.406,3287.889
118.841,81.198,196.816,71.562,145.517,157.883,62.323,106.298
2374.199,1379.308,3094.447,881.888,3069.001,2682.228,2439.766,1823.372
65.978,167.759,94.228,121.089,24.999,191.165,57.18,242.417
30,3,0,0,0,0,0,0
192.21,170.802,163.974,153.653,184.262,441.587,166.042,189.743
581.761,522.479,431.617,140.699,632.322,1245.479,833.532,781.153
12,7,2,0,0,0,2,0
12.999,1,10.798,0,40.001,22,7,0
3524.567,2822.89,3721.216,2138.017,4097.32,4760.537,3127.318,3227.902
711.156,705.052,733.343,597.813,879.143,988.144,620.332,777.216
0,0,0,0,0,0,0,0
82.84,58.509,69.441,67.622,68.876,87.23,59.777,48.01
1,2,5,1,11,7,5,2
246.971,315.766,227.431,155.403,512.246,464.755,316.247,327.073
652.876,346.068,593.672,340.693,329.393,533.995,498.588,454.955
1000.011,885.999,1066.316,565.407,1159.585,1278.999,854.364,1043.4
7.269,9.648,7.64,8.514,8.361,7.315,6.856,10.176
1219.509,1112.649,1041.633,688.013,1042.919,1298.114,915.095,1051.103
131.893,100.244,169.317,98.751,118.619,131.532,146.758,104.752
85.257,69.25,125.244,55.509,117.959,112.032,86.901,67.046
142.517,194.019,187.248,136.78,161.68,252.886,127.044,124.781
158.094,160.197,203.289,96.102,203.247,181.872,195.459,164.834
0,0,0,0,0,0,0,0
13.101,31,16.074,16,31.017,35,28.388,43
5,9,12,4,16,9,12,6
0,0,0,0,0,0,0,0
609.147,326.569,662.59,370.483,826.972,706.371,432.938,551.157
26,24,19.323,8.523,9.906,8.126,4.604,17
1486.934,1469.982,1704.703,1303.149,1967.523,3036.447,1195.978,1824.174
41.515,24.557,45.808,10.365,40.027,8.61,34.483,57.352
515.208,478.312,431.985,335.69,420.171,519.673,409.485,437.304
0,0,45.187,0,32.064,46.393,4.931,0
582.723,478.101,555.377,714.686,310.812,876.071,436.666,906.415
1.466,8.409,12,0,6.497,15,11,7
3,0,0,0,0,0,0,0
97.407,48.705,178.632,76.34,128.769,125.03,166.932,97.66
1501.999,1636.556,1169,1232.088,1461.47,2814.844,1257.5,2307.055
